pointId,trip_id,previous_point,next_point,latitude,longitude,horizontal_accuracy,bearing,bearing_accuracy,elapsed_time,elapsed_time_uncertainty,speed,speed_accuracy,likelihood_score,time delta (s),expected distance,delta Lat (m),exp del lat,delta Long (m),exp del long,expected lat,expected long,lat dif,lon dif,lat dif (m),lon dif (m),error (m),111084.744024676,82079.5722664617
234,3,233,0,42.5939789,-83.0882267,11.8509998321533,219.45964050293,219.45964050293,149189183000000,0,1.11992371082306,0,0,1.154,1.29239196228981,-1.6662711601,-0.8213597124,-0.3775660333,-0.997820227779425,42.5939715,-83.0882389,-0.0000074,-0.0000122,-0.8213597,-0.997820228033842,1.29239196257766,,
235,3,234,0,42.593961,-83.0882262,11.8990001678467,208.942367553711,208.942367553711,149190384000000,0,1.24063742160797,0,0,1.201,1.49000554335117,-1.9884169184,-0.7210578107,0.0410397872,-1.3039141661867,42.5939545,-83.0882421,-0.0000065,-0.0000159,-0.7210578,-1.30391416625524,1.49000554355229,,
236,3,235,0,42.593935,-83.0882255,11.7019996643066,192.062393188477,192.062393188477,149191723000000,0,1.23233222961426,0,0,1.339,1.65009285545349,-2.8882033445,-0.3448310213,0.0574557007,-1.61365981494734,42.5939319,-83.0882452,-0.0000031,-0.0000197,-0.3448310,-1.61365981481563,1.65009285536537,,
237,3,236,0,42.5939209,-83.0882217,11.5710000991821,185.935455322266,185.935455322266,149193249000000,0,1.22970032691956,0,0,1.526,1.87652269887925,-1.5662948909,-0.1940475554,0.3119023736,-1.86646269335063,42.5939192,-83.0882444,-0.0000017,-0.0000227,-0.1940476,-1.86646269278249,1.87652269828975,,
238,3,237,0,42.5938988,-83.0882142,11.1840000152588,189.713439941406,189.713439941406,149194985000000,0,1.23226726055145,0,0,1.736,2.13921596431732,-2.4549728432,-0.3609297852,0.6155967928,-2.1085479914254,42.5938956,-83.0882399,-0.0000032,-0.0000257,-0.3609298,-2.10854799184165,2.13921596469788,,
239,3,238,0,42.5938829,-83.0882095,11.0389995574951,189.510040283203,189.510040283203,149196144000000,0,1.23043787479401,0,0,1.159,1.42607749688626,-1.7662474301,-0.2356171459,0.3857739889,-1.4064784348441,42.5938808,-83.0882266,-0.0000021,-0.0000171,-0.2356171,-1.40647843457933,1.42607749661804,,
240,3,239,0,42.5938615,-83.0882085,10.8879995346069,190.441497802734,190.441497802734,149197449000000,0,1.23102355003357,0,0,1.305,1.60648573279381,-2.3772135215,-0.2911457747,0.0820795732,-1.57988308033606,42.5938589,-83.0882277,-0.0000026,-0.0000192,-0.2911458,-1.5798830808039,1.60648573318878,,
241,3,240,0,42.5938521,-83.0882046,10.8599996566772,190.166564941406,190.166564941406,149198472000000,0,1.32800340652466,0,0,1.023,1.35854748487473,-1.0441965942,-0.2397977342,0.3201103315,-1.33721662991981,42.5938499,-83.0882209,-0.0000022,-0.0000163,-0.2397977,-1.3372166300393,1.35854748493535,,
242,3,241,0,42.5938365,-83.0882043,10.8149995803833,192.477752685547,192.477752685547,149199624000000,0,1.36830401420593,0,0,1.152,1.57628622436523,-1.7329220065,-0.3405732099,0.0246238714,-1.53905430373545,42.5938334,-83.0882231,-0.0000031,-0.0000188,-0.3405732,-1.53905430381012,1.57628622435731,,
243,3,242,0,42.5938166,-83.088204,10.8219995498657,193.891784667969,193.891784667969,149200924000000,0,1.36006247997284,0,0,1.3,1.76808122396469,-2.2105864067,-0.4244965952,0.0246238714,-1.71636646878634,42.5938128,-83.0882249,-0.0000038,-0.0000209,-0.4244966,-1.71636646930255,1.7680812244263,,
244,3,243,0,42.5938045,-83.0882052,10.8210000991821,193.544860839844,193.544860839844,149202146000000,0,1.38807606697083,0,0,1.222,1.69622895383835,-1.3441254026,-0.3972680637,-0.0984954867,-1.64905146959809,42.5938009,-83.0882253,-0.0000036,-0.0000201,-0.3972681,-1.64905146902876,1.6962289533308,,
245,3,244,0,42.59379,-83.0882064,10.7530002593994,189.231323242188,189.231323242188,149203344000000,0,1.38916575908661,0,0,1.198,1.66422057938576,-1.6107287882,-0.2669756383,-0.0984954867,-1.64266677857315,42.5937876,-83.0882264,-0.0000024,-0.0000200,-0.2669756,-1.64266677858777,1.66422057939613,,
246,3,245,0,42.5937737,-83.0882036,10.706000328064,190.293960571289,190.293960571289,149204422000000,0,1.46935081481934,0,0,1.078,1.58396017837525,-1.8106813275,-0.2830513156,0.2298228027,-1.5584645646931,42.5937712,-83.0882226,-0.0000025,-0.0000190,-0.2830513,-1.55846456431516,1.58396017796501,,
247,3,246,0,42.5937567,-83.0882059,10.8879995346069,198.704605102539,198.704605102539,149205440000000,0,1.47093665599823,0,0,1.018,1.4974135158062,-1.8884406484,-0.4802042239,-0.1887830167,-1.41832688075755,42.5937524,-83.0882232,-0.0000043,-0.0000173,-0.4802042,-1.41832688068885,1.49741351566102,,
248,3,247,0,42.5937394,-83.088203,10.9320001602173,194.062698364258,194.062698364258,149206802000000,0,1.41068971157074,0,0,1.362,1.92135938715935,-1.9217660720,-0.4668587022,0.2380307606,-1.86377703785854,42.5937352,-83.0882257,-0.0000042,-0.0000227,-0.4668587,-1.86377703787472,1.92135938715407,,
249,3,248,0,42.5937248,-83.0882001,11.0159997940063,199.467926025391,199.467926025391,149207930000000,0,1.3845648765564,0,0,1.128,1.56178918075562,-1.6218372628,-0.5205117231,0.2380307594,-1.47249889344449,42.5937201,-83.0882180,-0.0000047,-0.0000179,-0.5205117,-1.47249889314104,1.56178918057533,,
250,3,249,0,42.5937108,-83.0882023,11.0719995498657,205.745513916016,205.745513916016,149209090000000,0,1.37955498695374,0,0,1.16,1.60028378486634,-1.5551864164,-0.6951228436,-0.1805750599,-1.44142721785264,42.5937045,-83.0882199,-0.0000063,-0.0000176,-0.6951228,-1.44142721744836,1.60028378446201,,
251,3,250,0,42.5936975,-83.0882017,11.0539999008179,193.66276550293,193.66276550293,149210128000000,0,1.44779324531555,0,0,1.038,1.50280938863754,-1.4774270954,-0.3549736776,0.0492477439,-1.46028413221131,42.5936943,-83.0882195,-0.0000032,-0.0000178,-0.3549737,-1.46028413255524,1.50280938898927,,
252,3,251,0,42.5936757,-83.0881915,11.0120000839233,179.795425415039,179.795425415039,149211783000000,0,1.47747576236725,0,0,1.655,2.4452223867178,-2.4216474196,0.0087306482,0.8372116376,-2.44520680031129,42.5936758,-83.0882213,0.0000001,-0.0000298,0.0087306,-2.44520680055055,2.44522238695619,,
253,3,252,0,42.5936579,-83.0881887,11.1309995651245,186.3154296875,186.3154296875,149212864000000,0,1.48072278499603,0,0,1.081,1.60066133058071,-1.9773084439,-0.1760759151,0.2298228015,-1.59094750615263,42.5936563,-83.0882081,-0.0000016,-0.0000194,-0.1760759,-1.59094750662345,1.60066133108713,,
